Jugador,Goles_por_90,Asistencias_por_90,Tiros_por_90,Tiros_al_arco_por_90,Efectividad_Tiros,Goles Esperados (xG),Asistencias Esperadas (xAG),Diferencia_Goles,Diferencia_Asistencias,Acciones Creadoras de Gol (SCA) por 90,Contribuciones de Gol (GCA) por 90,xOVA,Tacleadas_por_90,Intercepciones_por_90,Bloqueos_por_90,PPDA,Porcentaje de Pases Completados,Pases_progresivos_por_90,Regates_exitosos_por_90,Conducciones_por_90,Conducciones_progresivas_por_90,Tarjetas_amarillas_por_90,Tarjetas_rojas_por_90,Minutos,Goles_Favor,Goles_Contra,Resultado_Final_Num,Posicion_Normalizada,Posición,Ranking_Ofensivo,Ranking_Defensivo,Ranking_Creacion_Juego,Ranking_Pases
Bernardo Silva,0.1962915912023645,0.2781838522390105,1.238214861718338,0.4853747920502712,0.1403508771929824,0.1151515151515151,0.2333333333333333,-0.0666666666666666,-0.0393939393939394,7.06811527465096,0.4061203683848853,-1.290909090909091,1.9243588152419704,0.5275482093663912,0.9769775678866588,132.8887962962963,0.8673939393939394,11.097838457054744,1.3271803103263775,60.59779130592077,4.668685480646567,0.474450386215092,0.0,2578.0,84,30,22,Mediocampista,"['CM,RW', 'RW,DM', 'DM', 'DM,RW', 'CM,RM', 'CM,DM', 'DM,RM', 'AM', 'CM', 'RW', 'RW,CM', 'RM', 'DM,CM', 'CM,LW', 'RM,CM']",0.3159300340759497,0.13211424213312903,0.6283527281066077,0.8413596890945079
Billy Gilmour,0.0,0.0394736842105263,1.251301104119012,0.3316084328468229,0.0,0.0233333333333333,0.0633333333333333,0.0233333333333333,0.03,3.0367873617006085,0.2245614035087719,-1.0933333333333333,1.1307650831935538,0.4629489912395307,0.8462235349482332,175.7777777777778,0.9120333333333334,7.96676457402882,0.2779610194902548,63.127751716884,1.507581148120145,0.5463265069998843,0.0375,2120.0,50,47,1,Mediocampista,"['DM', 'CM,DM', 'CM', 'DM,CM']",0.07130880620799561,0.08357132765849842,0.30136513911616664,0.9429035502202925
Bobby Reid,0.79953589631473,0.9530791788856304,2.929578848071237,0.8677177144965481,0.2412280701754385,0.1333333333333333,0.0484848484848484,-0.0484848484848484,-0.0121212121212121,5.158325809386381,1.8995299883501384,-0.790625,2.2104191053487883,0.343516676031318,1.063676648129967,297.14090909090913,0.7641212121212122,3.9420924418972216,0.8657554566645476,29.346783161000044,2.9636053330845886,1.3022026992615228,0.0,1423.0,49,53,-3,Delantero,"['LW', 'RW', 'LW,RW', 'RW,RM', 'AM', 'DM']",0.1602105024470437,0.1413780342348644,0.3527483445171495,0.6064391278857151
Boubacar Kamara,0.0,0.0505617977528089,0.250561797752809,0.05,0.0,0.0,0.0649999999999999,0.0,0.015,1.972926157020258,0.150561797752809,-1.29,2.3401577243300684,1.1493502946803509,1.2047032036215164,119.15708333333332,0.8870000000000001,4.535456596805907,0.7904466661738616,41.923564127490216,1.0550057912593025,0.394270066850712,0.0505617977528089,1652.0,42,24,8,Mediocampista,"['DM', 'DM,CM', 'CM', 'CM,RB', 'CM,CB']",0.0510652670962378,0.19422337784818966,0.17375260031137707,0.8859587510376097
Brennan Johnson,0.2390109487358615,0.5109786236592015,1.9683594427472124,0.78906175792652,0.1153846153846153,0.2942857142857143,0.2314285714285714,0.1514285714285714,-0.0542857142857142,3.478047513103454,0.7674355440389358,-0.8514285714285714,1.3729450467781903,0.4101491623042179,1.4547024778018305,165.60205254515597,0.7294,2.75337679439524,0.891675892015406,29.31313460519489,4.611521707356333,0.1566802798491036,0.0,2322.0,65,62,2,Delantero,"['FW,RW', 'RW', 'AM', 'LW', 'LW,RW', 'RW,LW,LM', 'DM,LW,RW', 'RW,LW', 'RW,RM', 'RW,FW,LW', 'AM,LW']",0.4815185438132851,0.12273460498615574,0.28688685476025216,0.5274567396717962
Bruno Fernandes,0.2857142857142857,0.2288924558587479,2.5870827325407406,1.0153331338248497,0.1077777777777777,0.2914285714285715,0.3342857142857142,0.0057142857142857,0.1057142857142857,6.032592431373616,0.5431781701444622,-0.5800000000000001,1.9434991974317817,0.7867617052534212,1.4006420545746388,139.5314285714286,0.7234285714285714,8.578997197812662,0.5428571428571428,39.35585602742334,2.488772206654515,0.2721549636803874,0.0,3118.0,57,53,6,Mediocampista,"['CM', 'AM,RW', 'AM', 'AM,DM', 'RW,LW', 'RW,AM,DM,CM', 'RW,DM', 'AM,LM', 'AM,LW', 'AM,CM', 'FW', 'FW,CM']",0.5749502627906287,0.16657313429042545,0.4477543279002656,0.5138731790526057
Bruno Guimarães,0.1925675675675675,0.2232766474339508,1.3132807176924823,0.4464853508971155,0.1637931034482758,0.1243243243243243,0.1729729729729729,-0.0648648648648648,-0.0432432432432432,3.92290719810548,0.5281170014316082,-1.1054054054054054,2.4004027514437296,0.9600668083814152,1.4305044823881572,123.508231292517,0.834945945945946,7.764887385260815,2.0186348301847308,50.78620967062805,1.7606177606177604,0.2451737451737451,0.0,3263.0,85,60,5,Mediocampista,"['CM', 'CM,LM', 'DM,CM']",0.26810462509901295,0.1989730250542243,0.3857421804568788,0.7675483254150004
Bryan Mbeumo,0.4146606334841629,0.2467532467532467,2.331718869365928,0.6423529411764706,0.1547619047619047,0.38,0.184,0.0199999999999999,-0.0559999999999999,4.256874189921117,0.6667532467532468,-0.728,0.6532065687121867,0.2891061879297174,1.0476521231577411,249.4929761904762,0.62688,3.812617745770423,1.0408988764044944,30.97316819334004,3.781158616664235,0.08,0.0,1960.0,39,34,-1,Delantero,"['FW', 'RW,FW', 'RW', 'RW,RM', 'FW,RB', 'RW,WB', 'FW,RW', 'RW,AM']",0.5172895447931825,0.06148421065327086,0.31677871719768896,0.2942484515675883
Bukayo Saka,0.526801273506967,0.2927813447476369,3.2148878061478383,0.9578843631950044,0.1789682539682539,0.4371428571428571,0.2942857142857143,-0.02,0.0371428571428571,5.8275429294317975,0.6623808713134556,-0.862857142857143,2.004272079330148,0.4365330674319438,1.3121505238642432,121.10843253968254,0.7531142857142856,3.9331626230021097,1.53305324104446,37.49404373776435,4.829198981129865,0.126704014939309,0.0,2919.0,86,28,20,Delantero,"['RW', 'RW,LB', 'RW,WB', 'RW,RM']",0.6737209371381062,0.14802141905771954,0.40810420966962213,0.5814010234704952
Callum Hudson-Odoi,0.2993997760821223,0.0344827586206896,1.5750137607731034,0.7436462854606226,0.2268518518518518,0.093103448275862,0.096551724137931,-0.1827586206896551,0.0620689655172413,5.277702914229298,0.2798166976178706,-0.8275862068965517,0.8160733301016694,0.2726385099040348,0.7897172207458745,300.3208333333333,0.7684137931034483,2.997934288678757,2.424699888830914,33.82596924220755,6.001525454854639,0.0,0.0,1854.0,36,52,-10,Delantero,"['LW', 'WB,LW', 'CM', 'RW', 'RW,CM', 'DM', 'LM', 'LM,LW', 'LW,LM']",0.16753273747661612,0.05600942401924796,0.41366067138727125,0.6162037149166939
Calvin Bassey,0.0344827586206896,0.0,0.1724137931034483,0.0344827586206896,0.125,0.0103448275862068,0.0,-0.0241379310344827,0.0,0.5172413793103449,0.0689655172413793,-1.075,1.9731917577796467,0.9722455845248108,1.1982758620689655,157.0198412698413,0.8418620689655173,2.353448275862069,0.5,48.70668629100084,0.6379310344827587,0.2136248948696383,0.0378469301934398,2303.0,48,47,-2,Defensor,"['CB', 'LW']",0.0,0.16720193112246143,0.04847334086384636,0.783280838190189
Cameron Archer,0.1450817390424132,0.75,1.921365486667913,0.327273519864331,0.1052631578947368,0.19,0.0866666666666666,0.0566666666666666,0.0533333333333333,3.0553885105721856,0.8638900080580177,-0.4448275862068965,0.827493412849947,0.0333333333333333,0.9574615602641572,334.93083333333334,0.8213666666666667,0.6508664832435325,1.6872227591870264,20.75875677144489,2.035602831799836,0.5333333333333333,0.0,1838.0,31,79,-17,Delantero,"['AM', 'FW', 'LM,FW', 'LM', 'CM', 'RW', 'WB', 'FW,AM']",0.24882907226494846,0.05305738761843511,0.16776920819747607,0.7366587382670327
Carlos Baleba,0.0,0.0,1.0409451659451658,0.2182539682539682,0.0,0.0333333333333333,0.0074074074074074,0.0333333333333333,0.0074074074074074,1.7009793626951917,0.1587301587301587,-0.8962962962962963,2.6373655527578523,1.1745864019960406,3.407389864286416,139.98409090909092,0.8662592592592593,3.68121571661492,0.5227272727272727,47.10747438025261,3.0403392903392903,0.5062530062530063,0.0,1325.0,33,51,-5,Mediocampista,"['DM', 'CM', 'AM', 'AM,DM', 'DM,AM', 'LB']",0.028399424159141526,0.31817056679940103,0.19072120251283584,0.8387785652966675
Carlton Morris,0.4121922788853453,0.1183640520338429,2.1340687746216536,0.9291747786264658,0.1864197530864197,0.3052631578947368,0.0684210526315789,0.0157894736842105,-0.0368421052631579,2.099372259321964,0.2325130609196939,-0.5297297297297298,0.4844401097356812,0.0789473684210526,0.8272292767870887,323.2572463768116,0.6267105263157895,1.6929021980877186,1.3967921037833546,18.160362967838083,1.1094513976056355,0.1064871481028151,0.0,2862.0,52,85,-18,Delantero,"['FW', 'RW,FW', 'AM', 'AM,FW', 'RW']",0.3394742312026168,0.03206493412764406,0.11790611379798932,0.2938629397867314
Casemiro,0.04,0.3672727272727272,1.7178794178794177,0.37,0.0138888888888888,0.132,0.048,0.092,-0.032,2.3980619380619377,0.7345454545454545,-0.932,3.601208791208791,0.83,3.52966951966952,73.85728571428572,0.8123999999999999,5.747303777303777,0.3978794178794179,44.54579771579772,0.5142857142857143,0.33,0.0,1982.0,42,41,3,Mediocampista,"['DM', 'CM', 'CB', 'CB,DM']",0.15851174392018302,0.35456922427826315,0.2101940737450064,0.7162617329672432
Charlie Taylor,0.0357142857142857,0.0357142857142857,0.3601549053356282,0.0357142857142857,0.0625,0.0071428571428571,0.0392857142857142,-0.0285714285714285,0.0035714285714285,1.3078649306318604,0.0714285714285714,-0.6642857142857144,1.3260449890884674,0.6845955249569707,1.1077318483615337,175.57733333333334,0.7497142857142858,3.0230724812966825,0.3648648648648648,27.16650266181976,1.4055878687162444,0.2857142857142857,0.0,2331.0,31,51,-12,Defensor,"['LB', 'LB,LM']",0.03371366214330253,0.11687260745921249,0.10776866405745728,0.5736668430222482
Chiedozie Ogbene,0.1344827586206896,0.0333333333333333,1.4272246997620834,0.4815717480626203,0.1083333333333333,0.13,0.11,-0.0033333333333333,0.0766666666666666,3.5825973890882614,0.3219607843137255,-0.6517241379310346,0.7734904041192074,0.4793966817496229,0.5504862953138815,234.27647058823527,0.7170333333333333,2.05790016703739,2.963883783889941,29.811863954282146,6.1182686918648646,0.0344827586206896,0.0,1995.0,44,65,-13,Defensor,"['CB', 'LW', 'RB', 'CM,FW', 'LW,RM', 'AM', 'LM', 'RM,LM', 'AM,WB', 'WB', 'WB,AM', 'RM']",0.2145707753065892,0.0523252816978108,0.35884141007047293,0.49932555392375955
Chris Richards,0.0384615384615384,0.0384615384615384,0.4230769230769231,0.1153846153846153,0.125,0.023076923076923,0.0192307692307692,-0.0153846153846153,-0.0192307692307692,0.6153846153846154,0.1153846153846153,-0.9653846153846154,1.7692307692307692,1.2163461538461535,1.2307692307692308,151.5536231884058,0.79956,1.6538461538461535,0.0384615384615384,22.07692307692308,0.0384615384615384,0.1153846153846153,0.0,2094.0,45,38,2,Defensor,"['CB', 'RW', 'CM', 'CM,DM', 'DM,RB', 'CB,CM,RB', 'RB', 'CB,CM']",0.029863453943686738,0.17076715263028572,0.002739002121933468,0.6870538279803333
Chris Wood,0.862075321391643,0.032258064516129,2.3526189655057874,1.2801391470115684,0.3101190476190476,0.3774193548387097,0.064516129032258,-0.0741935483870967,0.032258064516129,2.076715685732,0.1290322580645161,-0.5,0.2329829648423341,0.2903225806451613,0.530697190426639,370.1410256410256,0.5925666666666667,1.0528340814676442,0.1935483870967742,21.124567983450863,0.8182284551258818,0.0,0.0,1812.0,40,55,-9,Delantero,['FW'],0.40324256911245077,0.015542081218712006,0.053928829530526454,0.2161938892791011
Christian Eriksen,0.0454545454545454,0.3011363636363636,0.691694747750597,0.2277834525025536,0.1,0.05,0.0954545454545454,0.0045454545454545,0.0045454545454545,11.839932745707696,0.3465909090909091,-0.8954545454545456,5.821020478634316,0.1901737967914438,1.7207544520912004,241.42361111111111,0.785409090909091,10.978558405697171,0.1363636363636363,51.99451434884445,2.719456065538984,0.0454545454545454,0.0,1141.0,29,36,0,Mediocampista,"['CM', 'DM', 'DM,AM', 'LM,CM', 'DM,CM', 'AM']",0.1262353319098279,0.3433321110906241,0.6694717176869482,0.654863920799206
Christian Nørgaard,0.0668202764976958,0.032258064516129,1.253733290366199,0.2955592794302472,0.0568181818181818,0.1064516129032258,0.0580645161290322,0.0419354838709677,0.0258064516129032,2.3885128516307894,0.0967741935483871,-0.8838709677419355,2.76230822423169,2.025943232557528,1.7678234319277246,94.63917936901808,0.7893548387096774,5.458496284777594,0.1935483870967742,31.016939947521355,0.6149265811076425,0.2666969559291231,0.0,2505.0,45,55,-9,Mediocampista,"['CM', 'CM,DM']",0.14404489711078783,0.28561380650557233,0.18076710355950856,0.6638395459442088
Clément Lenglet,0.0,0.0714285714285714,0.5714285714285714,0.1428571428571428,0.0,0.0642857142857143,0.0571428571428571,0.0642857142857143,-0.0142857142857142,1.176814988290398,0.0714285714285714,-1.1214285714285714,1.0714285714285714,0.5714285714285714,1.5003697769012696,170.98589743589744,0.8962857142857142,3.9593861703438926,0.2142857142857142,56.95895476395908,1.9590163934426228,0.2142857142857142,0.0,1153.0,24,30,-1,Defensor,['CB'],0.10378745137631032,0.11809260476181518,0.1419584055835633,0.9070815127660155
Cody Gakpo,0.491026091026091,0.250165520753756,3.9241048274853463,1.4540550749131,0.1382575757575757,0.2571428571428571,0.0771428571428571,0.0285714285714285,-0.0657142857142857,4.067931073368162,0.4692282809929868,-1.3314285714285714,1.1962150976028765,0.722748547725566,1.1621790624104398,199.58368606701936,0.7398571428571429,5.557966842998872,1.8617838752789169,36.3311382805269,3.6412946558952006,1.2857142857142858,0.0,1649.0,82,37,20,Delantero,"['LM', 'FW,LM', 'FW', 'FW,RM', 'LW', 'RM,LW', 'RM,FW', 'RW,LM', 'RM', 'RW', 'FW,LW', 'FW,RW']",0.30266353891379877,0.11504517285115798,0.3745081820363014,0.5512442190336322
Cole Palmer,0.6717015729866397,0.3351683221762331,3.321189829672168,1.2679494769084472,0.2444170771756978,0.5411764705882353,0.3235294117647059,-0.1058823529411764,1.3061447348531253e-17,5.615157024936421,0.8065312927476562,-0.6588235294117648,0.8587456169472996,0.7071079923008544,0.6165931195770626,215.6862244897959,0.7894411764705883,6.838742107761731,1.7589168921164449,41.49169354781739,4.126301712899478,0.2220623164411536,0.0,2618.0,73,53,8,Mediocampista,"['LM', 'AM', 'RW', 'FW,RW', 'RW,AM', 'RW,AM,CM', 'AM,RW', 'RW,CM', 'RW,FW', 'FW,AM,DM', 'RW,DM,AM', 'AM,CM']",0.7982442197415239,0.07093227014959352,0.47490126747479844,0.6640359435390273
Conor Gallagher,0.1357493857493857,0.1891891891891892,1.3716344867274002,0.478766306081326,0.0648148148148148,0.1108108108108108,0.1324324324324324,-0.0243243243243243,-0.0567567567567567,3.128744070936548,0.4351931093504126,-1.1108108108108108,2.489386135363137,1.1756853753513334,1.4250399080207408,80.73547178130511,0.8900540540540541,4.955578225163031,1.079051080523404,41.53576085219417,1.7367864246852902,0.3296101328888214,0.0552825552825552,3128.0,76,61,8,Mediocampista,"['CM,LM', 'CM,AM', 'CM,RM', 'CM', 'DM', 'RM,RW', 'RM', 'AM', 'AM,DM', 'DM,AM', 'LW,AM', 'AM,FW,CM', 'CM,DM', 'AM,LW', 'LW,RW,AM', 'AM,CM']",0.21760099321936788,0.2136563198441522,0.25386898087080895,0.8929059878472432
Craig Dawson,0.04,0.04,0.6750310559006211,0.2114285714285714,0.0833333333333333,0.064,0.056,0.024,0.016,0.48,0.04,-0.912,1.2228571428571429,0.6521739130434783,2.099378881987578,152.62704761904763,0.8589600000000001,1.9714285714285715,0.1314285714285714,36.3632298136646,0.04,0.2914285714285714,0.0,2209.0,34,39,0,Defensor,['CB'],0.10245271253377687,0.15889160293945617,0.008436344167024866,0.8221745099291233
Cristian Romero,0.331002331002331,0.0,0.9067599067599068,0.4522144522144522,0.2321428571428571,0.106060606060606,0.0121212121212121,-0.0454545454545454,0.0121212121212121,1.0606060606060606,0.0606060606060606,-1.3212121212121213,2.0303030303030303,1.443181818181818,1.4242424242424243,70.1983870967742,0.918060606060606,5.743881118881119,0.1515151515151515,62.30375874125875,0.9696969696969696,0.2121212121212121,0.0852272727272727,2790.0,64,49,10,Defensor,['CB'],0.100753954006916,0.20421305614508653,0.1590905465548359,0.9566141428330941
Curtis Jones,0.0434782608695652,0.2301790281329923,1.554382498173696,0.4470335435619802,0.0153846153846153,0.1130434782608695,0.0304347826086956,0.0695652173913043,-0.0130434782608695,3.29626903118994,0.4952903748986338,-1.582608695652174,2.123470223498697,0.4456311584530511,1.8689300380315204,169.7144110275689,0.906391304347826,6.455963286075641,1.107575244321081,50.57737845078936,2.0446934068424496,0.2483091787439613,0.1565217391304348,1167.0,49,25,9,Mediocampista,"['LM', 'LM,CM', 'LW', 'LM,LW', 'RB,LM', 'DM', 'RM']",0.12438885525019658,0.18164867519734776,0.31229282810100917,0.9300692942590703
Dan Burn,0.063161737860533,0.1818181818181818,0.7407450019072981,0.1566265060240964,0.0588235294117647,0.1,0.0393939393939394,0.0393939393939394,-0.0212121212121212,0.9843151572421592,0.2449799196787148,-1.2727272727272727,2.0414035396317467,1.1559658547610354,1.8956936309877488,114.4297017797018,0.8032121212121213,2.633542744102631,0.1341991341991342,30.60753871951604,0.5660809778456838,0.1341991341991342,0.0,2726.0,79,52,5,Defensor,"['LB', 'LB,CB', 'CB,LB', 'CB']",0.12057280348695867,0.21380120080480333,0.06221394506224838,0.6953615234136912
Dango Ouattara,0.0666666666666666,0.1,2.4050158713552823,0.6850453459324427,0.0111111111111111,0.09,0.05,0.0566666666666666,-0.0166666666666666,3.482028783966021,0.1333333333333333,-0.96,4.691919380910594,1.4313096134898171,1.2256939216178346,220.51748971193416,0.6242068965517241,3.210796386357396,1.7235783282953483,28.493726177028915,3.8964970428076815,0.4318181818181818,0.0,1229.0,45,47,0,Delantero,"['LW', 'RW,LW', 'RW', 'LB', 'RW,RM', 'RW,LB,LW', 'LW,LB', 'RW,AM']",0.1211390563292456,0.324531114144744,0.28530704107668764,0.2881677855600009
Daniel Muñoz,0.0,0.25,0.5,0.0,0.0,0.08125,0.15,0.08125,-0.0999999999999999,2.879213483146067,0.4375,-0.9000000000000001,3.443820224719101,1.5007022471910112,1.8125,110.33559027777778,0.761375,2.3764044943820224,0.8125,24.08075842696629,1.5646067415730336,0.25,0.0,1439.0,32,22,2,Defensor,"['RB', 'WB', 'RM', 'WB,RB']",0.20639549989607164,0.29547741043115117,0.1614654741196058,0.6001921572696507
Danilo,0.0697492163009404,0.0689655172413793,0.913364661802301,0.2480407523510971,0.0641025641025641,0.0586206896551724,0.0586206896551724,-0.0103448275862068,-0.0103448275862068,2.2270305907033463,0.1379310344827586,-0.9206896551724136,2.157625936527244,1.6975428473884022,1.7902220615290825,212.46400000000003,0.7743793103448277,4.592183970391175,0.697639084802683,29.256966691469653,1.6666782126439887,0.6767241379310345,0.0,1792.0,43,55,-8,Mediocampista,"['RW', 'CM,DM', 'CM', 'AM', 'FW', 'LM,CM', 'LM,DM', 'DM', 'DM,CM']",0.09987528580336737,0.2409124641881235,0.19687565965240958,0.629773828684917
Danny Welbeck,0.3392857142857142,0.1410658307210031,2.4641789937106986,0.7953355903190168,0.1203703703703703,0.1793103448275862,0.0482758620689655,0.0068965517241379,0.0137931034482758,3.862911731481976,0.419132986935886,-0.8517241379310344,1.9949657363133049,0.4952773754173313,0.6454517608904742,179.55530303030304,0.8080357142857143,2.9528051702416995,0.3181802813722865,23.950007546223357,1.7085009914454647,0.2789968652037617,0.0,1693.0,41,48,-3,Delantero,"['FW', 'AM', 'AM,FW', 'FW,LW', 'RW,AM']",0.20297235501974653,0.11772289078700354,0.19517958469434196,0.7063340349548926
Dara O'Shea,0.0909090909090909,0.1241685144124168,0.5790544524444223,0.1515151515151515,0.15625,0.0151515151515151,0.0545454545454545,-0.0757575757575757,-0.0666666666666666,0.9729938463838164,0.1847745750184774,-0.6333333333333334,1.1931779490512893,1.0909090909090908,1.2537840096573498,174.69192708333333,0.7714848484848484,3.754377779639993,0.0303030303030303,34.66038470859219,0.9762907230706628,0.154812028201998,0.0413223140495867,2892.0,37,72,-18,Defensor,['CB'],0.05545372662396151,0.137463892172349,0.10057820559130379,0.6231896256479614
Darwin Núñez,0.6974707366478103,0.3892166421166168,4.726377332220326,2.2101650781668343,0.1285714285714285,0.4444444444444444,0.1638888888888889,0.1388888888888889,-0.0583333333333333,3.086130638172266,0.5676493603312474,-1.0333333333333334,1.540007292132808,0.0853174603174603,1.1824902423547003,185.25694444444449,0.6521666666666667,2.325223951667668,0.8804087504225011,22.8700335503276,2.9114668849523984,0.5318362193362193,0.0,2047.0,81,38,20,Delantero,"['FW', 'LW', 'LW,FW', 'FW,LW']",0.5587109402064714,0.10162875718980208,0.2095942042072443,0.35176952301896436
Declan Rice,0.1999082388411876,0.2368421052631578,1.6303840355750954,0.5608491184374386,0.1193548387096774,0.0842105263157894,0.131578947368421,-0.1,-0.0789473684210526,2.751204262531859,0.3551251380198749,-1.2105263157894737,2.32161141840103,1.2508904091177897,1.037550859378545,90.01284461152882,0.882657894736842,7.552087072802605,0.5526315789473685,46.61577950617224,2.0284144478448733,0.131578947368421,0.0,3225.0,91,29,23,Mediocampista,"['CM', 'LM', 'LM,CM', 'CM,RM', 'CM,DM', 'CM,LM']",0.19195046439628485,0.19009241767314486,0.30775550323223083,0.8760815082050948
Dejan Kulusevski,0.2364232209737827,0.083645443196005,1.8402088851808265,0.7575139583847762,0.1295068027210884,0.1305555555555555,0.2138888888888889,-0.0916666666666666,0.1305555555555555,4.030952696462567,0.2225343320848938,-1.0833333333333333,2.3115456262349854,0.6759406465288819,1.1215924543091138,139.77265512265512,0.7644722222222222,4.441558857812285,1.8937356278890936,38.72367798886791,4.913487232892855,0.196078431372549,0.0,2762.0,69,58,7,Delantero,"['RW', 'RW,RM', 'RW,FW', 'AM,RW,RM', 'RW,AM', 'AM,LW', 'AM', 'RW,DM,LM', 'RW,RM,AM', 'LW', 'RW,LW', 'AM,RW', 'LW,RW', 'FW,LW']",0.31215501512737026,0.1655018819811258,0.371793182629172,0.6072375912564119
Destiny Udogie,0.0714285714285714,0.1111111111111111,0.3550254093732355,0.1894409937888199,0.1875,0.0892857142857142,0.0678571428571428,0.0178571428571428,-0.0392857142857142,2.11143248725299,0.2539682539682539,-1.292857142857143,2.5208520701057315,1.3571796115791177,1.0208153156694708,89.34374603174604,0.8471785714285714,5.78063414467565,0.8952756912976787,36.50060766366121,3.0841080674563903,0.3119729333939302,0.0595238095238095,2391.0,59,43,10,Defensor,"['LB', 'LB,LM']",0.13715592243964722,0.20426801833996047,0.27622793283282193,0.7953745997792514
Diego Carlos,0.0,0.0,0.5432098765432098,0.1234567901234567,0.0,0.074074074074074,0.0037037037037037,0.074074074074074,0.0037037037037037,0.3419583967529173,0.074074074074074,-1.234615384615385,1.8641975308641971,0.4901065449010655,1.6737485202097075,189.21666666666667,0.8794444444444445,2.9914529914529915,0.074074074074074,54.09667421197101,0.1481481481481481,0.1567732115677321,0.0,1816.0,47,47,3,Defensor,['CB'],0.06300376452112061,0.16152467731873113,0.03579832670213811,0.8687716833748376
Diogo Dalot,0.0555555555555555,0.0833333333333333,0.8333333333333334,0.1944444444444444,0.0909090909090909,0.0416666666666666,0.075,-0.0138888888888888,-0.0083333333333333,2.2392009987515604,0.1944444444444444,-0.8888888888888888,2.3953807740324597,1.0280898876404494,1.3669787765293384,123.69829545454546,0.8035555555555556,3.5172908863920096,0.9333333333333332,32.93152309612984,1.5169787765293383,0.16729088639201,0.0280898876404494,3174.0,56,56,4,Defensor,"['RB', 'LB', 'RB,CB', 'RB,LB', 'LB,RB']",0.09933832190119869,0.19894727462667208,0.1708334838220175,0.6961427537619991
Diogo Jota,1.4920134955097306,0.3065520259144508,4.056597243823783,2.0911794944141646,0.2729166666666667,0.2571428571428572,0.1571428571428571,-0.219047619047619,0.0142857142857142,4.219701488491377,1.5995349597060406,-1.1857142857142855,2.4864943254058804,0.3774423346480994,0.747974536206776,172.746875,0.7391428571428571,3.5107911800701417,1.5198110543151715,30.371127820598,5.315217801411468,0.4386048733874821,0.186335403726708,1145.0,51,19,12,Delantero,"['FW', 'FW,RM', 'LM', 'LW', 'LW,RM', 'RM', 'FW,LW', 'FW,RW', 'RW']",0.37740891409567373,0.1410981865961667,0.3905501525010502,0.54961939120837
Dominic Calvert-Lewin,0.3589078257502511,0.0695398351648351,3.051238260633832,1.2452203215774929,0.146551724137931,0.409375,0.0968749999999999,0.190625,0.034375,2.3631102130508603,0.210085921023421,-0.48125,0.4808965981757845,0.1525527848562067,0.6958360406579092,364.531746031746,0.5451875,1.5115712439621438,0.5633521890652753,15.36455026477477,1.734316420708376,0.0695398351648351,0.0,2171.0,36,41,-2,Delantero,['FW'],0.4633327270837664,0.029054457713326425,0.11370085714998526,0.10841770560628339
Dominic Solanke,0.5040550815240348,0.0789473684210526,2.9066373905688705,0.9278372304517964,0.2058558558558558,0.5052631578947369,0.081578947368421,0.0052631578947368,0.0026315789473684,2.0970619140102302,0.1584861028976937,-0.5447368421052632,0.6086347124194551,0.1851179673321234,0.633393829401089,255.9767857142857,0.7160526315789474,1.5929018579170162,1.0453224102324878,16.097818418623074,1.3838197527360805,0.0808270676691729,0.0,3325.0,54,67,-3,Delantero,"['FW', 'FW,AM', 'FW,LW']",0.538631316391165,0.033858013801901336,0.11073376119699072,0.49709469382542615
Dominik Szoboszlai,0.1007130124777183,0.0606060606060606,3.2219168247751284,0.9189855638963372,0.0591397849462365,0.1090909090909091,0.1666666666666666,0.0181818181818181,0.106060606060606,5.995007764181262,0.212461695607763,-1.3515151515151516,1.094220440965063,0.8128612960073635,1.2172963253461944,125.23224206349204,0.7935151515151515,6.197964717723071,0.8111181986893562,46.06003460363596,3.1663042657885847,0.0303030303030303,0.0,2104.0,70,35,17,Mediocampista,"['RM,LW', 'RM,CM', 'RM,LM', 'CM,RM', 'RM', 'LM', 'LW', 'CM']",0.2479796930015181,0.11716739998312875,0.39671392224884106,0.6733032547555884
Douglas Luiz,0.2693877551020408,0.1717495987158908,1.3042764839704768,0.4129032258064516,0.1416666666666666,0.1914285714285714,0.1542857142857143,-0.0657142857142857,0.0114285714285714,3.594986774304676,0.3146067415730337,-1.0588235294117647,1.754772019533786,0.6812243337293863,0.9589413908618264,167.40413165266108,0.8513714285714286,5.029233443310002,0.7112640313747178,41.61426421574272,1.7976318644553368,0.3741828728003843,0.0,2993.0,69,59,7,Mediocampista,"['DM,CM', 'DM', 'CM', 'CM,DM', 'CM,RM']",0.3133414496540667,0.13044794557199196,0.2570490633371159,0.8049123391135393
Dwight McNeil,0.0857142857142857,0.1714285714285714,1.837362823078589,0.4081059390048154,0.048076923076923,0.0971428571428571,0.2542857142857143,0.0114285714285714,0.0828571428571428,4.018723320678384,0.2663865546218487,-0.6057142857142856,1.282359948549424,0.8005702280912365,1.4052747937563062,199.86436011904763,0.6875714285714286,3.5479685567554786,0.9643307259588044,28.48401736868878,2.4259334837843696,0.0637964774951076,0.0,2892.0,40,45,0,Mediocampista,"['RM', 'LW', 'LM', 'LB', 'LW,RM', 'LW,RM,LM', 'LM,LW', 'CM']",0.31868040502420053,0.13502600998344447,0.2506990772628734,0.43230682222445216
